secs,storenum,dayofweek
126,790,Wed
142,559,Thur
175,666,Fri
242,834,Mon
153,778,Thur
351,341,Tues
179,301,Thur
34,184,Tues
73,729,Wed
300,344,Fri
372,860,Tues
118,332,Mon
199,541,Wed
222,274,Mon
237,352,Thur
136,256,Fri
50,483,Wed
251,803,Thur
77,234,Fri
156,581,Wed
80,666,Fri
318,609,Thur
155,252,Mon
354,81,Wed
63,613,Wed
242,627,Wed
155,372,Thur
50,847,Wed
144,199,Fri
541,547,Fri
171,867,Thur
421,567,Fri
113,594,Thur
117,645,Wed
148,601,Fri
88,563,Tues
517,608,Fri
189,851,Wed
165,507,Fri
259,599,Wed
128,736,Fri
161,813,Thur
225,571,Tues
375,313,Fri
152,41,Mon
327,470,Thur
176,111,Wed
62,412,Mon
156,57,Thur
176,637,Tues
406,796,Wed
167,511,Thur
155,354,Mon
421,191,Tues
184,835,Thur
85,660,Thur
70,175,Wed
118,666,Tues
333,479,Fri
327,221,Mon
118,301,Wed
125,560,Wed
270,41,Tues
146,673,Mon
354,389,Mon
46,424,Fri
437,420,Tues
174,873,Mon
318,384,Mon
161,808,Tues
138,79,Tues
162,463,Wed
485,469,Fri
96,537,Mon
42,543,Tues
86,467,Thur
329,717,Mon
64,779,Mon
32,53,Wed
192,576,Tues
229,238,Wed
155,597,Tues
192,339,Thur
139,20,Tues
595,690,Thur
215,212,Fri
441,783,Wed
134,108,Mon
55,631,Wed
107,583,Wed
200,63,Tues
137,186,Fri
130,200,Wed
133,237,Mon
109,64,Tues
114,24,Mon
142,409,Thur
153,347,Wed
420,220,Tues
423,871,Mon
116,472,Fri
306,162,Fri
171,135,Tues
152,750,Fri
207,83,Wed
111,476,Fri
116,178,Thur
408,3,Thur
114,442,Wed
190,343,Fri
329,234,Fri
178,830,Mon
288,761,Thur
33,626,Mon
58,179,Mon
305,194,Fri
213,673,Thur
188,804,Thur
89,834,Mon
131,130,Tues
142,891,Fri
196,84,Thur
104,795,Thur
135,839,Mon
251,669,Wed
314,471,Mon
170,70,Fri
114,488,Fri
124,126,Wed
98,184,Tues
404,761,Tues
299,477,Fri
201,699,Tues
437,614,Mon
281,843,Mon
117,468,Thur
169,819,Fri
139,336,Fri
212,215,Fri
273,791,Mon
359,461,Tues
105,218,Mon
273,709,Thur
224,623,Mon
287,500,Fri
142,746,Wed
177,869,Wed
139,400,Fri
183,323,Fri
137,580,Thur
439,99,Fri
152,490,Thur
518,298,Thur
339,51,Tues
62,334,Fri
253,881,Wed
173,757,Thur
108,716,Wed
194,687,Fri
361,389,Fri
179,104,Thur
121,596,Wed
71,368,Thur
134,646,Mon
113,505,Thur
110,59,Mon
172,609,Fri
236,351,Tues
227,232,Mon
161,890,Wed
353,854,Fri
410,272,Tues
155,335,Wed
290,510,Wed
123,195,Tues
124,878,Wed
381,667,Fri
66,209,Wed
112,479,Tues
132,484,Fri
112,490,Thur
84,335,Fri
65,716,Fri
312,616,Wed
90,590,Thur
440,657,Fri
148,535,Tues
155,326,Tues
193,501,Thur
172,277,Tues
118,261,Fri
36,162,Thur
439,884,Tues
153,309,Wed
153,680,Tues
375,525,Wed
242,397,Thur
146,844,Tues
497,523,Thur
64,307,Tues
413,443,Tues
330,129,Mon
260,51,Tues
88,416,Tues
40,43,Wed
194,90,Wed
58,726,Mon
91,461,Fri
566,762,Tues
117,735,Fri
39,187,Thur
163,708,Mon
338,563,Mon
140,96,Fri
94,34,Thur
139,28,Mon
355,748,Thur
276,134,Mon
57,162,Thur
444,756,Tues
87,849,Fri
65,462,Tues
214,728,Wed
423,120,Tues
123,776,Wed
194,346,Wed
170,873,Thur
123,744,Mon
142,341,Wed
431,688,Mon
373,108,Wed
75,118,Tues
127,265,Mon
317,336,Wed
274,563,Fri
138,709,Fri
422,125,Mon
76,427,Mon
266,125,Tues
96,286,Mon
325,870,Tues
31,567,Thur
258,398,Mon
73,603,Thur
170,664,Mon
135,526,Mon
385,542,Fri
116,605,Fri
127,410,Mon
514,449,Wed
173,485,Wed
508,669,Thur
46,446,Wed
160,882,Mon
372,409,Thur
141,433,Tues
214,643,Mon
112,394,Thur
125,232,Wed
385,634,Wed
89,45,Wed
511,792,Mon
146,566,Mon
235,29,Wed
354,138,Thur
172,831,Wed
197,282,Thur
199,236,Tues
507,535,Tues
34,765,Wed
86,540,Thur
149,166,Tues
48,617,Fri
409,208,Thur
323,813,Mon
150,742,Tues
205,20,Mon
111,314,Wed
118,252,Tues
329,815,Thur
592,154,Fri
86,51,Thur
103,557,Thur
364,834,Thur
446,725,Mon
141,365,Tues
223,104,Tues
129,746,Tues
112,13,Wed
75,688,Tues
59,243,Mon
243,659,Tues
147,194,Wed
100,70,Fri
292,360,Tues
526,1,Wed
32,46,Mon
160,267,Wed
139,560,Tues
349,184,Thur
137,377,Thur
31,215,Tues
162,154,Mon
174,405,Fri
165,448,Mon
127,214,Fri
80,118,Mon
54,838,Mon
268,33,Fri
510,426,Thur
507,432,Fri
37,84,Mon
312,118,Wed
151,599,Fri
333,188,Wed
512,388,Thur
96,672,Fri
136,401,Fri
85,249,Wed
33,88,Fri
146,574,Wed
193,699,Thur
75,617,Fri
498,782,Mon
80,361,Thur
202,735,Wed
148,707,Tues
140,454,Wed
163,337,Thur
134,163,Thur
108,889,Wed
52,259,Thur
278,24,Thur
48,25,Wed
134,666,Mon
140,734,Mon
131,511,Mon
250,771,Mon
145,543,Wed
102,79,Tues
91,378,Wed
181,83,Tues
575,83,Wed
146,394,Thur
132,520,Thur
81,522,Fri
113,771,Tues
165,587,Tues
580,601,Thur
267,111,Mon
207,414,Thur
63,255,Thur
222,242,Wed
62,153,Thur
296,533,Mon
164,501,Tues
175,50,Mon
189,287,Mon
141,505,Tues
363,169,Mon
291,545,Fri
53,686,Thur
164,190,Mon
132,823,Wed
214,743,Tues
422,517,Wed
126,610,Wed
113,394,Tues
133,104,Fri
48,846,Wed
209,558,Thur
200,773,Mon
268,699,Fri
584,512,Fri
163,308,Mon
50,203,Tues
270,42,Thur
84,721,Mon
165,189,Tues
238,50,Tues
157,209,Fri
267,295,Wed
426,448,Wed
37,619,Fri
150,823,Tues
90,884,Fri
200,125,Mon
158,648,Tues
165,742,Thur
231,220,Mon
160,391,Tues
564,387,Mon
384,318,Wed
130,632,Wed
592,481,Fri
592,693,Mon
150,209,Wed
563,573,Thur
79,429,Tues
121,575,Fri
522,715,Fri
154,251,Thur
562,219,Wed
465,207,Wed
171,96,Mon
234,179,Fri
164,654,Wed
144,705,Thur
535,847,Thur
151,573,Tues
512,202,Mon
144,541,Mon
139,388,Mon
270,488,Mon
195,870,Fri
32,538,Thur
105,563,Thur
388,295,Fri
134,597,Fri
592,544,Tues
214,448,Mon
218,534,Fri
126,677,Mon
115,832,Thur
124,651,Mon
152,620,Fri
173,536,Wed
130,673,Tues
129,848,Thur
199,451,Mon
463,725,Mon
217,765,Thur
194,683,Fri
509,775,Thur
105,113,Thur
312,701,Wed
114,378,Wed
455,236,Thur
51,51,Tues
346,394,Wed
296,67,Wed
106,190,Fri
99,483,Fri
58,818,Mon
280,758,Thur
327,501,Fri
486,467,Tues
189,109,Tues
460,764,Thur
360,859,Thur
114,754,Mon
451,791,Mon
247,401,Tues
113,250,Tues
121,601,Fri
137,216,Mon
93,430,Mon
307,630,Wed
206,611,Fri
153,371,Wed
184,823,Wed
429,233,Fri
496,569,Thur
138,156,Wed
399,58,Wed
210,21,Wed
85,862,Fri
382,489,Mon
245,647,Fri
96,792,Fri
150,440,Mon
99,553,Tues
309,502,Mon
76,145,Tues
69,639,Wed
309,200,Thur
371,66,Mon
133,81,Tues
595,522,Wed
88,332,Wed
87,810,Tues
149,13,Mon
177,686,Fri
121,696,Wed
110,800,Tues
105,511,Fri
99,155,Fri
110,431,Mon
184,864,Wed
547,112,Tues
106,789,Tues
34,111,Mon
160,113,Mon
506,94,Fri
213,757,Mon
468,132,Wed
319,442,Tues
42,801,Mon
583,811,Mon
105,12,Wed
134,710,Thur
476,420,Thur
38,729,Tues
525,204,Wed
425,281,Wed
208,630,Mon
294,377,Mon
64,91,Tues
180,845,Fri
467,634,Mon
74,881,Wed
111,339,Fri
162,1,Wed
555,217,Tues
39,187,Wed
512,704,Thur
215,205,Tues
353,249,Thur
130,751,Mon
459,98,Wed
168,855,Tues
133,426,Fri
344,466,Tues
89,103,Mon
120,838,Tues
66,294,Mon
444,758,Thur
74,108,Tues
241,497,Wed
152,182,Fri
150,724,Thur
90,651,Tues
388,603,Thur
106,570,Wed
256,237,Thur
153,166,Tues
159,883,Wed
149,2,Mon
160,704,Wed
38,606,Mon
175,243,Fri
226,284,Fri
416,636,Fri
128,424,Mon
338,401,Thur
158,227,Tues
182,811,Tues
452,185,Thur
268,705,Thur
478,45,Fri
50,431,Mon
597,600,Mon
123,177,Tues
248,556,Fri
355,536,Fri
132,764,Thur
126,607,Tues
67,688,Tues
278,557,Tues
207,509,Fri
308,844,Wed
192,243,Tues
539,187,Thur
145,341,Fri
348,811,Fri
136,830,Wed
175,188,Tues
388,289,Wed
96,773,Fri
350,261,Mon
537,170,Tues
441,661,Fri
402,90,Mon
146,533,Thur
95,252,Thur
135,676,Fri
128,142,Wed
195,620,Mon
78,445,Thur
239,371,Thur
167,413,Mon
368,37,Wed
286,796,Tues
101,226,Tues
134,680,Tues
158,682,Wed
96,513,Wed
203,688,Mon
238,363,Wed
50,330,Tues
124,833,Thur
123,29,Fri
79,41,Fri
132,766,Thur
167,72,Thur
116,401,Mon
122,112,Wed
102,598,Tues
160,540,Thur
419,114,Thur
31,375,Fri
145,185,Mon
43,510,Tues
264,408,Fri
220,303,Tues
53,168,Wed
253,389,Fri
127,388,Wed
154,71,Wed
121,243,Mon
229,734,Fri
308,522,Fri
35,410,Fri
115,316,Wed
95,24,Tues
47,765,Wed
151,748,Mon
147,181,Fri
593,373,Wed
168,451,Fri
569,215,Thur
499,236,Wed
198,423,Fri
333,249,Fri
227,577,Thur
575,603,Mon
295,685,Fri
78,315,Fri
236,295,Tues
544,562,Fri
79,231,Wed
91,325,Fri
127,399,Thur
233,195,Thur
35,525,Wed
101,501,Thur
134,594,Thur
104,192,Wed
416,716,Tues
384,571,Wed
156,721,Fri
501,39,Tues
164,240,Thur
474,591,Thur
161,754,Fri
112,754,Mon
155,565,Thur
186,479,Wed
114,513,Tues
43,735,Tues
57,23,Mon
521,26,Tues
241,303,Thur
47,65,Wed
151,433,Fri
73,26,Mon
188,771,Tues
413,634,Mon
569,516,Mon
188,842,Mon
219,719,Tues
118,95,Mon
107,717,Wed
279,500,Fri
307,45,Fri
323,341,Tues
160,227,Fri
349,93,Fri
170,317,Mon
135,200,Tues
311,48,Tues
490,732,Thur
218,113,Fri
471,135,Fri
110,125,Fri
168,792,Tues
54,440,Tues
236,267,Fri
403,762,Wed
127,852,Fri
153,393,Wed
115,108,Fri
56,595,Fri
74,410,Tues
294,574,Mon
88,397,Fri
92,603,Tues
336,448,Wed
128,641,Tues
99,470,Mon
286,815,Wed
475,393,Fri
154,627,Tues
317,514,Thur
37,191,Wed
370,766,Tues
118,347,Tues
44,673,Tues
194,747,Tues
58,654,Fri
241,395,Thur
284,141,Mon
473,871,Mon
191,379,Mon
158,528,Mon
118,89,Tues
183,319,Tues
41,501,Fri
381,845,Mon
189,738,Mon
128,219,Fri
163,554,Thur
220,460,Tues
171,599,Thur
146,32,Thur
193,829,Tues
354,340,Tues
167,153,Tues
187,419,Fri
89,891,Fri
169,115,Wed
58,636,Thur
128,670,Tues
135,33,Mon
123,850,Tues
106,733,Thur
551,785,Tues
260,410,Thur
78,646,Thur
102,15,Tues
264,203,Tues
518,649,Tues
47,510,Wed
164,750,Mon
499,827,Wed
184,107,Fri
538,129,Fri
146,617,Mon
44,443,Thur
337,655,Wed
170,674,Tues
212,395,Wed
130,115,Fri
164,570,Thur
64,497,Tues
462,205,Mon
242,359,Wed
150,609,Wed
446,287,Tues
276,635,Fri
121,437,Mon
158,23,Fri
147,883,Thur
74,752,Wed
208,800,Tues
65,604,Tues
259,16,Fri
335,22,Tues
109,186,Mon
179,47,Thur
427,603,Mon
283,745,Tues
139,364,Fri
248,872,Mon
152,729,Mon
81,682,Tues
166,550,Fri
50,664,Tues
355,655,Fri
281,195,Wed
103,20,Thur
146,338,Fri
460,715,Thur
118,867,Tues
124,243,Wed
112,749,Mon
130,851,Thur
76,165,Mon
274,245,Tues
502,481,Wed
162,548,Thur
562,638,Fri
44,605,Tues
52,859,Wed
121,415,Mon
530,497,Mon
125,3,Fri
325,823,Mon
97,40,Mon
216,176,Tues
48,73,Wed
430,89,Fri
191,723,Fri
272,378,Mon
182,832,Fri
119,354,Wed
84,698,Tues
183,752,Thur
155,572,Tues
96,240,Thur
65,33,Thur
108,602,Tues
175,387,Tues
180,379,Tues
121,855,Thur
325,61,Thur
176,546,Tues
194,514,Tues
107,400,Thur
125,133,Fri
164,825,Wed
142,226,Wed
385,561,Wed
553,388,Tues
35,278,Tues
339,386,Wed
82,871,Fri
113,461,Mon
87,735,Wed
401,442,Fri
165,701,Mon
158,513,Thur
502,404,Thur
167,743,Thur
140,544,Mon
194,259,Fri
149,664,Fri
39,707,Wed
278,847,Thur
34,811,Mon
45,346,Thur
35,844,Tues
103,90,Fri
81,508,Thur
81,136,Mon
181,831,Tues
141,663,Fri
130,54,Thur
109,539,Tues
97,459,Thur
125,392,Wed
488,154,Tues
175,330,Fri
153,889,Wed
202,115,Tues
94,378,Thur
148,106,Tues
245,736,Thur
188,463,Mon
473,755,Fri
32,658,Thur
189,465,Fri
136,539,Thur
66,763,Wed
285,709,Mon
108,157,Mon
472,364,Mon
194,276,Wed
525,368,Fri
56,295,Fri
448,372,Thur
47,431,Tues
122,770,Wed
439,547,Thur
196,256,Wed
283,703,Wed
444,865,Mon
405,265,Thur
130,581,Tues
234,9,Thur
104,32,Thur
238,209,Tues
175,238,Wed
158,169,Thur
401,802,Mon
132,424,Tues
245,57,Tues
108,855,Mon
62,239,Wed
181,414,Thur
173,277,Fri
194,332,Fri
35,613,Wed
178,410,Mon
233,267,Wed
146,583,Tues
245,432,Fri
75,342,Fri
268,18,Tues
470,891,Tues
399,285,Wed
155,545,Wed
325,402,Fri
317,340,Fri
398,566,Thur
144,620,Thur
204,814,Tues
291,512,Tues
436,383,Wed
87,731,Wed
270,140,Tues
173,352,Mon
61,25,Thur
273,410,Wed
219,404,Tues
144,323,Thur
46,126,Thur
304,206,Mon
60,432,Tues
282,533,Thur
123,746,Wed
141,728,Fri
69,158,Mon
148,472,Wed
140,831,Thur
295,217,Fri
132,264,Tues
104,443,Fri
148,473,Tues
154,60,Tues
90,313,Tues
154,104,Thur
85,396,Mon
190,189,Tues
41,195,Thur
125,428,Fri
150,816,Wed
127,255,Fri
175,698,Mon
206,837,Thur
99,59,Wed
383,857,Mon
43,42,Mon
178,68,Thur
276,280,Wed
419,316,Thur
221,643,Mon
429,87,Tues
66,836,Mon
135,134,Tues
204,778,Thur
225,166,Wed
105,60,Tues
392,216,Fri
503,696,Tues
471,422,Thur
142,664,Mon
208,17,Wed
251,599,Wed
251,744,Wed
461,291,Fri
163,767,Mon
178,647,Mon
210,655,Tues
246,660,Mon
148,567,Mon
185,234,Thur
354,432,Fri
543,474,Tues
555,675,Thur
478,760,Mon
179,6,Mon
116,173,Fri
55,852,Tues
221,475,Fri
158,258,Tues
131,842,Mon
489,470,Wed
327,473,Wed
143,672,Wed
280,887,Tues
561,533,Wed
280,282,Tues
397,493,Tues
156,441,Fri
122,697,Wed
182,252,Mon
129,319,Wed
117,769,Fri
105,9,Fri
575,763,Fri
548,316,Wed
150,54,Fri
90,132,Wed
182,624,Wed
243,260,Thur
41,627,Tues
83,188,Thur
466,488,Thur
113,282,Thur
492,440,Thur
249,830,Fri
140,279,Fri
103,83,Tues
122,542,Thur
557,121,Thur
45,524,Wed
228,568,Wed
72,385,Tues
486,32,Fri
185,337,Mon
85,541,Thur
194,802,Mon
170,18,Thur
233,629,Fri
287,670,Mon
102,873,Thur
187,816,Thur
404,524,Mon
117,116,Wed
375,691,Thur
176,572,Wed
210,441,Tues
498,180,Wed
110,362,Wed
176,572,Tues
293,452,Tues
96,577,Mon
219,430,Wed
523,31,Fri
130,878,Wed
314,642,Thur
92,208,Wed
591,320,Fri
414,216,Wed
118,426,Thur
425,265,Wed
159,25,Fri
174,2,Mon
220,419,Mon
284,344,Wed
464,250,Mon
58,404,Fri
148,840,Wed
429,330,Wed
461,318,Wed
546,241,Mon
158,335,Thur
162,415,Mon
107,580,Mon
134,580,Wed
167,274,Thur
145,149,Thur
293,580,Thur
282,856,Fri
156,869,Mon
157,428,Fri
43,807,Mon
434,875,Tues
438,561,Tues
85,337,Thur
121,440,Wed
150,273,Thur
36,889,Mon
381,162,Tues
179,833,Fri
584,295,Wed
435,632,Fri
145,688,Fri
177,284,Wed
427,263,Tues
107,775,Mon
102,819,Thur
133,54,Fri
130,543,Thur
86,439,Thur
178,357,Fri
370,445,Fri
143,337,Tues
139,145,Tues
67,370,Tues
40,559,Fri
140,886,Thur
124,538,Wed
545,561,Fri
105,425,Mon
156,407,Fri
108,211,Mon
268,660,Wed
259,553,Wed
155,716,Fri
126,231,Wed
143,298,Mon
107,333,Mon
150,520,Tues
139,323,Mon
453,155,Tues
563,463,Thur
234,647,Fri
115,251,Mon
160,173,Fri
277,138,Fri
349,542,Fri
145,745,Fri
201,581,Wed
89,772,Thur
53,722,Thur
290,297,Fri
151,642,Mon
393,9,Mon
444,867,Wed
217,549,Thur
477,499,Fri
353,14,Wed
94,366,Tues
296,207,Tues
251,858,Fri
86,853,Wed
121,245,Thur
47,849,Thur
281,568,Mon
171,763,Thur
407,714,Fri
209,409,Fri
112,246,Mon
138,180,Wed
157,415,Wed
541,711,Fri
132,605,Fri
140,792,Mon
540,180,Tues
71,244,Tues
81,170,Thur
91,408,Thur
43,145,Wed
147,604,Tues
469,409,Mon
186,332,Fri
124,542,Fri
476,389,Wed
160,814,Wed
94,658,Thur
134,294,Mon
35,201,Mon
564,202,Fri
304,343,Mon
162,859,Fri
553,174,Mon
102,879,Mon
174,842,Wed
138,223,Thur
90,496,Thur
178,314,Tues
407,543,Wed
368,773,Mon
48,426,Tues
75,247,Thur
100,169,Fri
162,382,Tues
118,489,Mon
143,695,Wed
296,882,Mon
143,168,Tues
52,123,Tues
119,790,Tues
119,167,Tues
121,157,Thur
115,306,Wed
58,796,Mon
66,402,Tues
138,643,Fri
478,281,Fri
85,459,Fri
148,411,Tues
140,667,Fri
97,556,Fri
128,72,Thur
388,719,Tues
418,810,Wed
66,716,Wed
421,27,Thur
179,121,Fri
77,154,Wed
345,649,Tues
488,291,Tues
134,567,Fri
233,433,Fri
45,83,Fri
248,416,Tues
483,805,Wed
331,826,Thur
178,553,Fri
287,663,Tues
250,609,Thur
147,374,Tues
322,554,Mon
130,285,Thur
76,75,Wed
109,849,Mon
116,575,Mon
168,218,Wed
342,179,Wed
171,679,Wed
548,625,Fri
432,627,Wed
153,224,Tues
94,330,Mon
547,55,Tues
41,632,Mon
460,744,Wed
31,519,Fri
263,787,Tues
244,669,Wed
584,540,Tues
126,705,Thur
130,710,Fri
75,84,Mon
130,341,Wed
76,886,Fri
574,839,Fri
212,385,Fri
181,136,Mon
128,170,Wed
201,318,Mon
78,807,Fri
177,139,Wed
137,115,Thur
568,723,Fri
78,160,Thur
166,532,Thur
145,527,Mon
164,532,Wed
157,592,Wed
343,534,Wed
195,263,Mon
109,17,Mon
111,227,Fri
430,54,Wed
589,95,Fri
339,737,Thur
519,347,Thur
372,806,Wed
177,845,Thur
160,318,Mon
151,446,Tues
169,701,Mon
409,508,Tues
66,622,Tues
258,444,Wed
165,769,Tues
143,484,Mon
535,613,Thur
100,201,Tues
171,205,Wed
600,635,Thur
202,849,Mon
397,11,Fri
112,61,Tues
336,553,Tues
78,472,Wed
316,329,Tues
135,159,Thur
564,440,Fri
112,736,Wed
160,228,Thur
542,153,Tues
86,828,Thur
133,89,Wed
111,103,Thur
103,225,Thur
116,113,Thur
182,733,Thur
507,784,Wed
88,620,Tues
115,111,Mon
158,729,Fri
158,316,Wed
131,362,Tues
51,201,Thur
274,81,Tues
242,427,Mon
108,418,Fri
575,861,Fri
183,480,Mon
139,786,Thur
381,634,Tues
148,776,Thur
135,639,Thur
187,737,Mon
164,498,Wed
32,67,Wed
181,561,Thur
370,436,Tues
134,102,Thur
91,773,Thur
73,668,Thur
260,461,Fri
155,791,Fri
111,737,Tues
30,690,Mon
476,624,Wed
132,869,Thur
219,677,Thur
554,420,Wed
260,9,Tues
51,519,Fri
125,457,Wed
171,293,Tues
566,129,Thur
43,855,Mon
149,265,Thur
357,360,Tues
347,764,Tues
141,637,Thur
172,16,Fri
134,137,Mon
423,778,Wed
169,175,Wed
38,884,Thur
269,499,Tues
249,69,Tues
138,54,Fri
57,672,Thur
87,609,Mon
113,163,Thur
406,831,Wed
463,844,Mon
478,641,Tues
170,463,Tues
167,216,Tues
291,501,Tues
112,616,Mon
40,462,Thur
65,809,Thur
449,147,Fri
113,350,Wed
452,438,Tues
118,58,Mon
152,247,Mon
113,743,Thur
148,746,Wed
146,294,Tues
156,433,Tues
94,413,Thur
143,705,Mon
494,580,Fri
232,60,Mon
564,231,Thur
271,195,Mon
247,596,Fri
139,31,Mon
301,338,Mon
400,185,Tues
169,565,Mon
123,317,Mon
143,414,Tues
332,423,Mon
374,207,Fri
88,387,Wed
68,233,Tues
141,610,Wed
224,359,Mon
494,45,Fri
221,32,Fri
157,187,Thur
419,877,Tues
197,515,Mon
155,222,Fri
277,803,Mon
89,142,Tues
119,144,Tues
142,401,Mon
127,82,Tues
554,358,Tues
157,91,Mon
90,451,Tues
286,515,Mon
229,68,Mon
60,127,Tues
42,500,Wed
194,518,Fri
78,795,Wed
107,95,Thur
232,838,Fri
374,109,Wed
437,173,Mon
86,100,Tues
582,748,Mon
379,433,Mon
30,366,Wed
121,10,Fri
244,58,Fri
297,520,Thur
534,204,Wed
545,449,Wed
142,754,Mon
167,8,Wed
315,864,Fri
143,476,Fri
377,584,Wed
124,494,Tues
63,271,Thur
156,463,Mon
78,632,Wed
142,685,Wed
202,561,Fri
92,406,Thur
275,781,Thur
109,31,Thur
238,797,Mon
265,480,Wed
97,705,Tues
116,607,Fri
65,29,Mon
528,487,Mon
126,763,Tues
229,595,Wed
109,499,Wed
147,48,Fri
350,670,Fri
150,52,Tues
34,507,Tues
171,292,Fri
281,323,Fri
425,590,Tues
158,888,Thur
102,876,Tues
209,245,Fri
136,772,Mon
244,379,Fri
145,334,Mon
72,465,Tues
47,377,Tues
183,274,Thur
394,483,Wed
277,321,Mon
54,356,Thur
168,456,Thur
235,117,Mon
54,300,Mon
131,525,Wed
142,307,Tues
258,154,Mon
328,535,Mon
394,529,Fri
410,695,Mon
137,477,Mon
171,419,Mon
63,759,Mon
164,875,Thur
477,613,Thur
117,873,Fri
164,563,Fri
382,533,Mon
77,94,Tues
95,216,Tues
599,295,Tues
141,272,Thur
67,16,Fri
362,623,Fri
589,38,Wed
295,704,Mon
186,592,Mon
168,860,Thur
359,600,Mon
169,38,Wed
289,147,Thur
64,303,Wed
121,234,Fri
151,596,Thur
154,819,Wed
194,442,Mon
71,317,Fri
148,597,Tues
364,18,Mon
56,437,Wed
214,708,Wed
379,519,Mon
43,172,Fri
513,464,Fri
39,709,Fri
451,279,Fri
51,738,Mon
143,310,Wed
197,869,Mon
406,36,Mon
383,220,Mon
182,66,Fri
292,623,Mon
313,697,Wed
286,609,Wed
171,650,Tues
321,272,Fri
120,238,Mon
346,274,Thur
115,337,Mon
125,678,Fri
139,303,Thur
418,160,Fri
176,457,Fri
301,264,Tues
128,53,Tues
169,704,Wed
279,686,Mon
195,68,Mon
137,683,Mon
102,383,Thur
126,171,Tues
187,18,Fri
282,517,Wed
422,59,Wed
83,653,Wed
163,442,Fri
385,260,Mon
193,91,Wed
579,690,Tues
91,818,Thur
113,44,Fri
149,702,Thur
440,610,Fri
156,596,Tues
118,675,Fri
529,240,Mon
453,774,Fri
216,231,Thur
285,735,Thur
148,8,Tues
161,394,Tues
430,137,Tues
151,41,Thur
210,447,Tues
414,47,Mon
485,239,Fri
216,274,Wed
279,519,Fri
218,471,Fri
64,99,Fri
150,301,Tues
395,49,Thur
529,23,Tues
221,153,Mon
66,183,Mon
111,609,Fri
91,700,Thur
326,117,Mon
124,808,Fri
133,866,Mon
94,383,Fri
297,683,Tues
154,675,Fri
311,469,Tues
237,275,Wed
343,766,Tues
435,632,Fri
166,229,Fri
325,42,Mon
106,218,Mon
42,109,Tues
525,206,Thur
132,306,Tues
100,573,Fri
108,39,Thur
113,266,Thur
73,139,Thur
249,470,Thur
213,807,Fri
219,305,Fri
166,753,Tues
174,83,Fri
134,563,Fri
138,847,Thur
490,250,Wed
40,94,Thur
137,868,Tues
111,50,Tues
169,641,Tues
131,821,Tues
574,470,Mon
31,628,Fri
174,119,Thur
154,119,Fri
224,73,Thur
224,869,Mon
45,561,Fri
54,675,Fri
410,369,Mon
258,191,Thur
264,424,Wed
152,87,Mon
214,772,Mon
240,806,Tues
470,327,Mon
43,372,Mon
150,140,Thur
167,660,Mon
103,261,Tues
98,431,Wed
146,591,Mon
165,227,Fri
350,252,Tues
317,569,Tues
130,216,Wed
212,467,Wed
449,209,Thur
40,681,Thur
48,697,Thur
87,194,Tues
206,78,Wed
61,518,Wed
53,841,Thur
173,288,Tues
145,621,Thur
189,83,Tues
104,10,Fri
241,868,Mon
140,867,Thur
119,178,Mon
558,284,Mon
382,408,Tues
157,793,Tues
358,180,Wed
63,347,Thur
561,475,Wed
150,209,Tues
98,850,Tues
161,871,Fri
217,284,Wed
154,697,Fri
122,58,Mon
51,429,Tues
138,254,Tues
322,722,Fri
117,714,Wed
99,443,Wed
289,655,Thur
137,637,Wed
346,253,Wed
137,759,Fri
119,185,Tues
140,776,Mon
542,452,Fri
387,258,Fri
166,239,Fri
58,867,Mon
538,263,Wed
103,396,Tues
435,469,Wed
347,7,Thur
168,509,Fri
322,475,Fri
111,715,Fri
99,538,Tues
100,652,Fri
414,478,Wed
333,206,Wed
415,45,Fri
124,351,Tues
161,323,Thur
149,871,Wed
154,773,Wed
332,340,Mon
192,281,Tues
242,673,Wed
309,870,Thur
133,273,Tues
155,191,Mon
529,379,Thur
205,349,Mon
39,419,Wed
189,416,Wed
261,610,Thur
116,312,Tues
185,555,Mon
74,63,Tues
379,374,Tues
435,712,Tues
168,464,Wed
30,701,Thur
78,313,Fri
58,880,Mon
223,202,Thur
268,127,Mon
111,575,Mon
126,455,Tues
376,876,Mon
533,422,Mon
161,227,Thur
284,503,Mon
252,738,Fri
591,538,Mon
82,601,Wed
263,773,Tues
195,592,Thur
85,271,Fri
112,22,Wed
124,15,Fri
115,157,Mon
204,495,Tues
197,612,Wed
542,8,Thur
577,729,Mon
172,211,Wed
151,326,Fri
404,725,Fri
387,82,Tues
90,674,Fri
180,476,Fri
494,700,Thur
124,622,Tues
191,495,Wed
564,97,Mon
339,68,Tues
98,542,Thur
169,229,Tues
76,87,Wed
340,455,Wed
299,84,Tues
158,300,Tues
219,685,Thur
39,288,Mon
392,405,Thur
139,66,Fri
355,275,Tues
321,337,Tues
300,596,Fri
125,446,Wed
191,265,Thur
197,186,Fri
176,658,Wed
312,153,Tues
208,819,Fri
32,207,Tues
246,446,Thur
135,740,Thur
185,430,Mon
146,337,Mon
109,733,Fri
110,219,Wed
274,579,Tues
204,799,Tues
453,604,Tues
410,570,Fri
282,123,Thur
160,777,Mon
113,459,Mon
135,355,Wed
146,340,Tues
539,524,Fri
425,211,Fri
65,781,Tues
119,84,Tues
155,703,Fri
150,232,Tues
483,93,Mon
105,410,Tues
139,605,Fri
134,173,Thur
291,446,Thur
